Element Name;Layer;Composition;Ratio;Component Name;Application;Lifetime;Thickness
EW_TJI 250 profile_Laminated timber_LIB_New_04;C1;a;1;Board | Fibre cement (8 mm) | Screwed;Wall - external finish | Cladding;40;0.008
EW_TJI 250 profile_Laminated timber_LIB_New_04;C2;a;1;Battens | Softwood (38x38 mm - c.t.c. 600 mm) | Screwed | Untreated | Belgian mix;Wall - external finish | Support structure;30;0.038
EW_TJI 250 profile_Laminated timber_LIB_New_04;C3;a;1;Proofing sheet | PE (0.22 mm) | Stapled;Wall - external finish | Water barrier;60;0.00022
EW_TJI 250 profile_Laminated timber_LIB_New_04;C4;a;0.05;TJI profiles | Laminated timber - OSB (240 mm - c.t.c. 500 mm) | Including hardwood sole-piece;External wall - loadbearing | Primary part;60;0.24
EW_TJI 250 profile_Laminated timber_LIB_New_04;C4;b;0.95;Blanket | Glass wool (240 mm) | For between TJI beams | Friction fitted;External wall - loadbearing | Thermal insulation;60;0.24
EW_TJI 250 profile_Laminated timber_LIB_New_04;C5;a;1;Board | Chipboard (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
EW_TJI 250 profile_Laminated timber_LIB_New_04;C6;a;1;Proofing sheet | PP - PE (0.22 mm) | Taped;Wall - internal finish | Vapour barrier;60;0.00022
EW_TJI 250 profile_Laminated timber_LIB_New_04;C7;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
EW_TJI 250 profile_Laminated timber_LIB_New_04;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
EW_TJI 250 profile_Laminated timber_LIB_New_04;C9;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
EW_TJI 250 profile_Laminated timber_LIB_New_05;C1;a;1;Panel | Stone wool (10 mm) | Screwed;Wall - external finish | Cladding;30;0.01
EW_TJI 250 profile_Laminated timber_LIB_New_05;C2;a;1;Battens | Softwood (38x38 mm - c.t.c. 600 mm) | Screwed | Untreated | Belgian mix;Wall - external finish | Support structure;30;0.038
EW_TJI 250 profile_Laminated timber_LIB_New_05;C3;a;1;Proofing sheet | PE (0.22 mm) | Stapled;Wall - external finish | Water barrier;60;0.00022
EW_TJI 250 profile_Laminated timber_LIB_New_05;C4;a;1;Board | Bituminised wood fibre (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
EW_TJI 250 profile_Laminated timber_LIB_New_05;C5;a;0.05;TJI profiles | Laminated timber - OSB (240 mm - c.t.c. 500 mm) | Including hardwood sole-piece;External wall - loadbearing | Primary part;60;0.24
EW_TJI 250 profile_Laminated timber_LIB_New_05;C5;b;0.95;Flakes | Cellulose (240 mm) | For between TJI beams | Blown on site;External wall - loadbearing | Thermal insulation;60;0.24
EW_TJI 250 profile_Laminated timber_LIB_New_05;C6;a;1;Board | Plywood (18 mm) | Screwed;Wall - internal finish | Cladding;60;0.018
EW_TJI 250 profile_Laminated timber_LIB_New_05;C7;a;1;Proofing sheet | PP - PE (0.22 mm) | Taped;Wall - internal finish | Vapour barrier;60;0.00022
EW_TJI 250 profile_Laminated timber_LIB_New_05;C8;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
EW_TJI 250 profile_Laminated timber_LIB_New_05;C9;a;1;Board | Wood fibre (18 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.018
EW_TJI 250 profile_Laminated timber_LIB_New_05;C10;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
EW_TJI 250 profile_Laminated timber_LIB_New_06;C1;a;1;Bricks | Fired clay (210x100x65 mm) | Laid in cement mortar;Wall - external finish | Cladding;60;0.1
EW_TJI 250 profile_Laminated timber_LIB_New_06;C2;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
EW_TJI 250 profile_Laminated timber_LIB_New_06;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
EW_TJI 250 profile_Laminated timber_LIB_New_06;C4;a;1;Proofing sheet | PE (0.22 mm) | Stapled;Wall - external finish | Water barrier;60;0.00022
EW_TJI 250 profile_Laminated timber_LIB_New_06;C5;a;0.05;TJI profiles | Laminated timber - OSB (240 mm - c.t.c. 500 mm) | Including hardwood sole-piece;External wall - loadbearing | Primary part;60;0.24
EW_TJI 250 profile_Laminated timber_LIB_New_06;C5;b;0.95;Blanket | Sheep wool (240 mm) | For between TJI beams | Friction fitted;External wall - loadbearing | Thermal insulation;60;0.24
EW_TJI 250 profile_Laminated timber_LIB_New_06;C6;a;1;Board | Chipboard (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
EW_TJI 250 profile_Laminated timber_LIB_New_06;C7;a;1;Proofing sheet | PP - PE (0.22 mm) | Taped;Wall - internal finish | Vapour barrier;60;0.00022
EW_TJI 250 profile_Laminated timber_LIB_New_06;C8;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
EW_TJI 250 profile_Laminated timber_LIB_New_06;C9;a;1;Planks | Softwood (13 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Cladding;30;0.013
CW_Profile_Aluminium_LIB_New_01;C1;a;0.112;Profile | Aluminium (170x50x2 mm) | Screwed;Curtain wall | Frame;60;0.17
CW_Profile_Aluminium_LIB_New_01;C1;b;0.416;Pane | Safety double glazing (29 mm);Curtain wall | Frame filling;30;0.029
CW_Profile_Aluminium_LIB_New_01;C1;c;0.471;Panel | Aluminium (2x 2 mm) - Stone wool (25 mm);Curtain wall | Frame filling;30;0.029
CW_Profile_Hardwood_LIB_New_01;C1;a;0.112;Profile | Hardwood (190x50 mm) | Screwed | Treated - uncontaminated | Belgian mix;Curtain wall | Frame;60;0.19
CW_Profile_Hardwood_LIB_New_01;C1;b;0.416;Pane | Safety double glazing (29 mm);Curtain wall | Frame filling;30;0.029
CW_Profile_Hardwood_LIB_New_01;C1;c;0.471;Panel | Aluminium (2x 2 mm) - XPS (25 mm);Curtain wall | Frame filling;30;0.029
CW_Profile_Steel_LIB_New_01;C1;a;0.112;Profile | Steel (120x50x1.5 mm) | Screwed;Curtain wall | Frame;60;0.12
CW_Profile_Steel_LIB_New_01;C1;b;0.416;Pane | Safety double glazing (29 mm);Curtain wall | Frame filling;30;0.029
CW_Profile_Steel_LIB_New_01;C1;c;0.471;Panel | Galvanised steel (2x 1.5 mm) - PUR (26 mm);Curtain wall | Frame filling;30;0.029
LbIW_Blocks_Cellular concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Blocks_Cellular concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Blocks_Cellular concrete_LIB_New_01;C3;a;1;Blocks | Cellular concrete (600x150x250 mm) | Glued;Internal wall - loadbearing | Primary part;60;0.15
LbIW_Blocks_Cellular concrete_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Blocks_Cellular concrete_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Blocks_Cellular concrete_LIB_New_02;C1;a;1;Rigid tiles | Limestone (600x150x15 mm) | Glued | Imported;Wall - internal finish | Cladding;40;0.025
LbIW_Blocks_Cellular concrete_LIB_New_02;C2;a;1;Blocks | Cellular concrete (600x150x250 mm) | Glued;Internal wall - loadbearing | Primary part;60;0.15
LbIW_Blocks_Cellular concrete_LIB_New_02;C3;a;1;Rigid tiles | Limestone (600x150x15 mm) | Glued | Imported;Wall - internal finish | Cladding;40;0.025
LbIW_Cast in situ_Reinforced concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Cast in situ_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Cast in situ_Reinforced concrete_LIB_New_01;C3;a;1;Cast in situ | Reinforced concrete (0.14 m³);Internal wall - loadbearing | Primary part;60;0.14
LbIW_Cast in situ_Reinforced concrete_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Cast in situ_Reinforced concrete_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C3;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C4;a;0.2;Frame | Softwood - Hardwood (140 mm) | Nailed | Untreated | Belgian mix;Internal wall - loadbearing | Primary part;60;0.14
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C4;b;0.8;Not ventilated cavity | Air layer (140 mm) | 25 ≤ t ≤ 300 mm;Internal wall - loadbearing | Air cavity;60;0.14
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C5;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C6;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
LbIW_Frame_Softwood - Hardwood_LIB_New_01;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C3;a;0.2;Frame | Softwood (45 mm) | Nailed | Treated - uncontaminated | Belgian mix;Internal wall - non-loadbearing | Primary part;60;0.045
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C3;b;0.8;Blanket | Stone wool (45 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.045
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C4;a;1;Board | OSB (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C5;a;0.8;Blanket | Stone wool (220 mm) | For between timber frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;60;0.22
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C5;b;0.2;Frame | Softwood - Hardwood (140 mm) | Nailed | Treated - uncontaminated | Belgian mix;Internal wall - loadbearing | Primary part;60;0.14
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C6;a;1;Spring rail | Galvanised steel (30 mm) | Screwed;Wall - internal finish | Acoustic break;60;0.03
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C7;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
LbIW_Frame_Softwood - Hardwood_LIB_New_02;C8;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Frame_steel_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Frame_steel_LIB_New_01;C2;a;1;Board | Gypsum fibre (10 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.01
LbIW_Frame_steel_LIB_New_01;C3;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
LbIW_Frame_steel_LIB_New_01;C4;a;0.015;Frame | Steel (100 mm) | Screwed;Internal wall - loadbearing | Primary part;60;0.1
LbIW_Frame_steel_LIB_New_01;C4;b;0.985;Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;60;0.1
LbIW_Frame_steel_LIB_New_01;C5;a;1;Profiles | Steel (32 mm) | Screwed;Wall - internal finish | Support structure;30;0.032
LbIW_Frame_steel_LIB_New_01;C6;a;1;Board | Gypsum fibre (10 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.01
LbIW_Frame_steel_LIB_New_01;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Hollow blocks_Concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Hollow blocks_Concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Hollow blocks_Concrete_LIB_New_01;C3;a;1;Hollow blocks | Concrete (290x190x190 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;60;0.19
LbIW_Hollow blocks_Concrete_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Hollow blocks_Concrete_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Hollow bricks_Fired clay_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Hollow bricks_Fired clay_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Hollow bricks_Fired clay_LIB_New_01;C3;a;1;Hollow bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;60;0.138
LbIW_Hollow bricks_Fired clay_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Hollow bricks_Fired clay_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Hollow bricks_Sand-lime_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Hollow bricks_Sand-lime_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Hollow bricks_Sand-lime_LIB_New_01;C3;a;1;Hollow bricks | Sand-lime (298x150x148 mm) | Glued;Internal wall - loadbearing | Primary part;60;0.15
LbIW_Hollow bricks_Sand-lime_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Hollow bricks_Sand-lime_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Insulating bricks_Fired clay_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Insulating bricks_Fired clay_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Insulating bricks_Fired clay_LIB_New_01;C3;a;1;Insulating bricks | Fired clay (300x138x134 mm) | Glued;External wall - loadbearing | Primary part;60;0.138
LbIW_Insulating bricks_Fired clay_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
LbIW_Insulating bricks_Fired clay_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
LbIW_Panel - Cast in situ filling_Reinforced concrete_LIB_New_01;C1;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
LbIW_Panel - Cast in situ filling_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
LbIW_Panel - Cast in situ filling_Reinforced concrete_LIB_New_01;C3;a;1;Panel - Cast in situ filling | Reinforced concrete (250 mm);External wall - loadbearing | Primary part;60;0.25
LbIW_Panel - Cast in situ filling_Reinforced concrete_LIB_New_01;C4;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
LbIW_Panel - Cast in situ filling_Reinforced concrete_LIB_New_01;C5;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
LbIW_Panel_CLT_LIB_New_01;C1;a;1;Panel | CLT (80 mm);Internal wall - loadbearing | Primary part;60;0.08
LbIW_Panel_Reinforced concrete_LIB_New_01;C1;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
LbIW_Panel_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
LbIW_Panel_Reinforced concrete_LIB_New_01;C3;a;1;Panel | Reinforced concrete (140 mm);Internal wall - loadbearing | Primary part;60;0.14
LbIW_Panel_Reinforced concrete_LIB_New_01;C4;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
LbIW_Panel_Reinforced concrete_LIB_New_01;C5;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
LbIW_Solid blocks_Architectonic concrete_LIB_New_01;C1;a;1;Solid blocks | Architectonic concrete (290x90x190 mm) | Laid in cement mortar;Internal wall - non-loadbearing | Primary part;60;0.09
Lblw_Hollow bricks_Fired clay_LIB_New_02;C1;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
Lblw_Hollow bricks_Fired clay_LIB_New_02;C2;a;1;Hollow bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;60;0.188
Lblw_Hollow bricks_Fired clay_LIB_New_02;C3;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
Lblw_Solid bricks_Fired clay_LIB_Reno_01;C1;a;1;Thick coating | Gypsum plaster (10 mm);Wall - internal finish | Cladding;40;0.01
Lblw_Solid bricks_Fired clay_LIB_Reno_01;C2;a;1;Solid bricks | Fired clay (220x110x60 mm) | Laid in lime mortar;Internal wall - non-loadbearing | Primary part;60;0.11
Lblw_Solid bricks_Fired clay_LIB_Reno_01;C3;a;1;Thick coating | Gypsum plaster (10 mm);Wall - internal finish | Cladding;40;0.01
Lblw_Solid bricks_Fired clay_LIB_Reno_02;C1;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
Lblw_Solid bricks_Fired clay_LIB_Reno_02;C2;a;1;Solid bricks | Fired clay (220x110x60 mm) | Laid in lime mortar;Internal wall - non-loadbearing | Primary part;60;0.11
Lblw_Solid bricks_Fired clay_LIB_Reno_02;C3;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
nLbIW_Blocks_Cellular concrete_LIB_New_01;C1;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
nLbIW_Blocks_Cellular concrete_LIB_New_01;C2;a;1;Blocks | Cellular concrete (600x100x250 mm) | Glued;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Blocks_Cellular concrete_LIB_New_01;C3;a;1;Rigid tiles | Glazed ceramic (200x200x9 mm) | Glued | On board or directly on brickwork;Wall - internal finish | Cladding;40;0.009
nLbIW_Blocks_Gypsum_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Blocks_Gypsum_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Blocks_Gypsum_LIB_New_01;C3;a;1;Blocks | Gypsum (501x100x666 mm) | Glued;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Blocks_Gypsum_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Blocks_Gypsum_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Cast in situ_Recycled reinforced concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Cast in situ_Recycled reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Cast in situ_Recycled reinforced concrete_LIB_New_01;C3;a;1;Cast in situ | Recycled reinforced concrete (0.09 m³);Internal wall - loadbearing | Primary part;60;0.09
nLbIW_Cast in situ_Recycled reinforced concrete_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Cast in situ_Recycled reinforced concrete_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Cast in situ_Reinforced concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Cast in situ_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Cast in situ_Reinforced concrete_LIB_New_01;C3;a;1;Cast in situ | Reinforced concrete (0.09 m³);Internal wall - loadbearing | Primary part;60;0.09
nLbIW_Cast in situ_Reinforced concrete_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Cast in situ_Reinforced concrete_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood - Hardwood_LIB_New_01;C1;a;1;Board | Fibre cement (12 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.012
nLbIW_Frame_Softwood - Hardwood_LIB_New_01;C2;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood - Hardwood_LIB_New_01;C3;a;0.2;Frame | Softwood - Hardwood (90 mm) | Nailed | Treated - uncontaminated | Belgian mix;Party wall | Primary part;60;0.09
nLbIW_Frame_Softwood - Hardwood_LIB_New_01;C3;b;0.8;Blanket | Stone wool (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;60;0.09
nLbIW_Frame_Softwood - Hardwood_LIB_New_01;C4;a;1;Spring rail | Galvanised steel (30 mm) | Screwed;Wall - internal finish | Acoustic break;60;0.03
nLbIW_Frame_Softwood - Hardwood_LIB_New_01;C5;a;1;Board | Fibre cement (12 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.012
nLbIW_Frame_Softwood_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_01;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_01;C3;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_01;C4;a;0.2;Frame | Softwood (100 mm) | Nailed | Untreated | Belgian mix;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_Softwood_LIB_New_01;C4;b;0.8;Blanket | Glass wool (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_Softwood_LIB_New_01;C5;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_01;C6;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_01;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_02;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_02;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_02;C3;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_02;C4;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_02;C5;a;0.2;Frame | Softwood (100 mm) | Nailed | Untreated | Belgian mix;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_Softwood_LIB_New_02;C5;b;0.8;Blanket | Glass wool (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_Softwood_LIB_New_02;C6;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_02;C7;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_02;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_02;C9;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_03;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_03;C2;a;1;Board | Gypsum fibre (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_03;C3;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_03;C4;a;0.2;Frame | Softwood (100 mm) | Nailed | Untreated | Belgian mix;Internal wall - non-loadbearing | Primary part;60;0.1
