Component Name;Application;Category;Type;Database;LCI-ID;Lambda;R-Value;U-Value;Min Density;Max Density;Functional Unit;Type of Assembly;Material;Waste Category;Landfill;Incineration;Reuse;Recycling;Sorted on Building Site
Gramitherm | Board | Grass fibre | For between timber frame | Friction fitted;Internal wall - loadbearing | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD357-6;0.041;2.439;;40;40;sqm;Loose laid;grass based insulation panel;Organic insulation materials;0.05;0.95;0.0;0.0;Not available
Gramitherm | Board | Grass fibre | For between rafters | Friction fitted;Pitched roof | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD357-7;0.041;2.439;;40;40;sqm;Loose laid;grass based insulation panel;Organic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 60 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD21-1;0.038;1.5789;;14.03;14.03;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 60 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD21-2;0.038;0.6579;;14.03;14.03;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 60 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD21-3;0.038;3.9474;;14.03;14.03;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 60 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD21-4;0.038;1.7105;;14.03;14.03;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 60 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD21-5;0.038;3.8158;;14.03;14.03;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 100 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD180-1;0.036;0.6944;;17.96;17.96;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 100 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD180-2;0.036;1.6667;;17.96;17.96;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 100 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD180-3;0.036;4.1667;;17.96;17.96;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 100 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD180-4;0.036;1.8056;;17.96;17.96;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 100 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD180-5;0.036;4.0278;;17.96;17.96;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 120 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD181-1;0.035;0.7143;;20.68;20.68;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 120 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD181-2;0.035;1.7143;;20.68;20.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 120 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD181-3;0.035;4.2857;;20.68;20.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 120 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD181-4;0.035;1.8571;;20.68;20.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 120 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD181-5;0.035;4.1429;;20.68;20.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 200 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD182-1;0.034;0.7353;;28.67;28.67;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 200 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD182-2;0.034;1.7647;;28.67;28.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 200 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD182-3;0.034;4.4118;;28.67;28.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 200 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD182-4;0.034;1.9118;;28.67;28.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 200 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD182-5;0.034;4.2647;;28.67;28.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 40 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD183-1;0.04;0.625;;11.24;11.24;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 40 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD183-2;0.04;1.5;;11.24;11.24;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 40 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD183-3;0.04;3.75;;11.24;11.24;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 40 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD183-4;0.04;1.625;;11.24;11.24;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 40 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD183-5;0.04;3.625;;11.24;11.24;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 150 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD184-1;0.035;0.7143;;25.5;25.5;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 150 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD184-2;0.035;1.7143;;25.5;25.5;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 150 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD184-3;0.035;4.2857;;25.5;25.5;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 150 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD184-4;0.035;1.8571;;25.5;25.5;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 150 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD184-5;0.035;4.1429;;25.5;25.5;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 60 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD185-1;0.04;0.625;;13.05;13.05;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 60 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD185-2;0.04;1.5;;13.05;13.05;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 60 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD185-3;0.04;3.75;;13.05;13.05;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 60 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD185-4;0.04;1.625;;13.05;13.05;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 60 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD185-5;0.04;3.625;;13.05;13.05;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 70 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD186-1;0.038;0.6579;;14.95;14.95;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 70 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD186-2;0.038;1.5789;;14.95;14.95;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 70 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD186-3;0.038;3.9474;;14.95;14.95;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 70 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD186-4;0.038;1.7105;;14.95;14.95;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 70 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD186-5;0.038;3.8158;;14.95;14.95;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 80 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD187-1;0.038;0.6579;;16.67;16.67;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 80 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD187-2;0.038;1.5789;;16.67;16.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | Compressive strength 80 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD187-3;0.038;3.9474;;16.67;16.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | For cavity wall | Ties and clips to be added | Compressive strength 80 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD187-4;0.038;1.7105;;16.67;16.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS | Excluding fixations | To be plastered | Compressive strength 80 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD187-5;0.038;3.8158;;16.67;16.67;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 100 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD198-1;0.031;0.8065;;17.79;17.79;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 100 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD198-2;0.031;1.9355;;17.79;17.79;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 100 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD198-3;0.031;4.8387;;17.79;17.79;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | For cavity wall | Ties and clips to be added | Compressive strength 100 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD198-4;0.031;2.0968;;17.79;17.79;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | To be plastered | Compressive strength 100 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD198-5;0.031;4.6774;;17.79;17.79;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 120 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD199-1;0.031;0.8065;;21.68;21.68;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 120 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD199-2;0.031;1.9355;;21.68;21.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 120 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD199-3;0.031;4.8387;;21.68;21.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | For cavity wall | Ties and clips to be added | Compressive strength 120 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD199-4;0.031;2.0968;;21.68;21.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | To be plastered | Compressive strength 120 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD199-5;0.031;4.6774;;21.68;21.68;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 80 kPa;Floor finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD200-1;0.031;0.8065;;15.01;15.01;sqm;Unknown, depends on the construction method;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 80 kPa;Roof finish | Thermal insulation - inclined surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD200-2;0.031;1.9355;;15.01;15.01;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | Excluding fixations | Compressive strength 80 kPa;Roof finish | Thermal insulation - horizontal surfaces;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD200-3;0.031;4.8387;;15.01;15.01;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
ISOMO | Board | EPS graphite | For cavity wall | Ties and clips to be added | Compressive strength 80 kPa;Wall - external finish | Thermal insulation;Insulation;Specific component (EPD);Ecoinvent 3.6;EPD200-4;0.031;2.0968;;15.01;15.01;sqm;Loose laid;EPS;Synthetic insulation materials;0.05;0.95;0.0;0.0;Not available
